0.0939283626,0.0173239847,0.0189742335,-0.00357637,0.0913183991,-0.1417489318,-0.0170437723,-0.1717940574,-0.0298879368,0.0829313164,-0.1174177221,0.0588563696,-0.0998696083,-0.0234405704,0.0746380793,0.0125782567,0.0296365476,0.0612627407,-0.1231675093,-0.0160532021
0.0805179298,0.1151799549,0.0098027575,-0.0063104242,0.0347277785,-0.0355241368,-0.0221666779,0.123978116,-0.1710477227,0.0166914218,-0.0245033866,0.0503060936,0.0942540532,-0.0220076351,0.063554061,0.0228784716,0.0969902386,0.0805070217,0.0917296742,-0.0327713262
-0.0365769408,-0.0048594086,0.14322245,0.0049101998,-0.0621895388,-0.0027215136,0.0171695398,0.0215281594,-0.0640967528,-0.026203369,-0.0400650028,0.0394572796,-0.0321875546,0.033719643,-0.1156870398,0.0321106006,-0.0090945366,0.0179043166,0.098795286,0.00733584960000001
-0.1038269022,-0.0434723129,0.0469736075,-0.03858216,-0.0115016637,0.0295201906,-0.0832173419,-0.0968064762,-0.0158823704,-0.0536769008,0.0075793367,-0.0291737352,0.0063982941,-0.0787656932,0.0979648449,0.0664874991,-0.0208132512,0.0269311751,-0.1329677289,0.0989305487
-0.100456083,-0.0256096686,-0.0243384729,0.0181704027,0.0984551947,0.0613222918,0.0522320526,0.0191201091,0.1108585087,-0.1082204397,-0.133182656,-0.0059911376,0.0839443917,0.0753502246,0.0385134375,-0.0085804635,-0.0060487109,0.0186157152,0.0087788396,-0.0514460898
-0.1064459004,-0.0571149917,-0.010491857,-0.0337741635,-0.025349396,0.1498588754,-0.0048681341,0.0625170391,0.042940245,-0.0622745063,-0.027935304,-0.0117294536,-0.0252687701,-0.1453493163,-0.0294619217,-0.0065101537,0.0194376473,0.1112587045,0.1238667372,0.099929437
-0.0562558356,0.0978719799,0.0427266804,-0.1217672021,-0.0124753418,-0.012680763,-0.0237315065,0.0771958117,-0.0556774723,-0.0341946373,-0.0132492621,-0.0464979822,0.0014710826,-0.0602645146,0.0748222614,-0.1017629828,-0.0830692703,0.0276893705,-0.0292993121,-0.0208184055
-0.0755212708,0.1468399153,-0.0494071863,-0.056369193,0.163423875,-0.0080561293,-0.0522645234,0.0726710088,-0.0899324848,0.0571915366,0.0808754017,0.0300307341,0.0644335955,0.0326513911,0.1456410988,0.0927505589,0.0038175325,0.0381137935,0.0724346913,0.0343885109
0.0439381658,-0.1208903662,-0.1011072707,-0.0313418927,0.0718122319,0.002872108,-0.1436633,0.0229485569,0.2953961189,-0.0095548151,0.0394198008,-0.0048118194,-0.0200547293,-0.0351910432,-0.0107758897,-0.1406095101,0.1415118699,0.036188148,0.0095986348,-0.012300523
0.0529473408,-0.0630790921,-0.0205661416,0.0830981015,0.0457793934,-0.0380274678,0.0745698035,0.000913998500000001,-0.0114811958,-0.0073526437,-0.100075655,0.0351510816,0.0995497663,-0.0260621029,0.0784996803,-0.0977522409,0.0677324339,0.0559707213,0.0143289934,-0.0760812896
-0.1286891934,-0.2081476258,0.0065887145,0.1049655785,-0.0387233849,0.0195808692,0.0269880912,0.1138459761,-0.0170680853,-0.0256884711,0.0981076734,0.1942637846,0.0037173117,-0.0848220214,0.0256886093,-0.0320457543,-0.0375538589,0.0115694292,0.1047132802,-0.0430899976
-0.0082303722,-0.0049018542,0.1494080888,0.0002041048,0.0742083379,0.0218010655,-0.0317817685,-0.0127465076,-0.0181074771,-0.0411735196,0.0998335143,0.1171572961,0.1440740987,0.1289605368,-0.0860965442,-0.0345391371,-0.0028716121,-0.15692705,-0.0514978297,-0.0497445825
-0.1266008982,-0.0068532064,0.0810021038,-0.081473744,0.1034769461,-0.0133630889,-0.0018127783,-0.0624372608,-0.0463449585,-0.0815692684,-0.0228166253,-0.0440343679,-0.0162609417,0.0895454838,-0.0173061578,0.0531650705,-0.0251249257,0.1079885402,0.0604441187,0.0745713275
-0.0420360514,0.094933765,-0.0118301248,-0.1081501068,0.0920748945,-0.0945440207,-0.0013875147,0.001127396,0.0880357574,0.0372079412,-0.00672883219999999,0.0756722273,-0.0487788324,0.1673001531,0.0855904129,0.0467157604,0.0345099855,0.0060400468,-0.009275457,0.0365000486
0.039951308,0.0020116234,-0.0500913742,0.030518914,0.0635447964,-0.0322314202,0.0883181684,0.0483879624,-0.0736099384,-0.0520840204,0.0120903034,-0.094423623,0.053519591,0.0826885694,0.2526530568,-0.0563148102,-0.1681013182,-0.0884786602,-0.0185514374,-0.0578426318
0.0294668972,0.0554598679,-0.009677753,0.0776679685,-0.0093035818,-0.0105999956,-0.0033690111,0.0604158487,-0.1133900801,-0.0960210667,-0.0325368437,-0.0099693648,0.0852059964,0.0298834592,-0.0238083934,0.2041355734,0.0515933077,-0.0153350471,-0.0315595601,0.0912389093
0.0271096754,-0.0249131641,0.0974283376,0.0306456333,0.1178581569,0.0268892285,-0.0741707024,-0.1346295841,0.0261757212,0.0528903449,-0.0474740124,0.0358088767,0.0837782369,0.0550681478,-0.1417068336,0.0525482329,0.1952857958,0.0494282655,-0.1129020744,0.0378235686
0.033704745,0.0793617419,-0.0109646063,0.062483217,0.0507052783,0.1267068268,0.0440711427,0.0114533456,0.0218519638,0.0425734858,-0.0549484761,-0.1706916826,0.1312969351,-0.0085048006,-0.1000560323,-0.0148004575,-0.0134257212,0.0328356251,-0.0307501441,-0.0712417949
-0.1345135164,0.1660289286,0.0059579366,0.0289083976,0.1053798518,0.133108714,0.076670293,0.0336475268,0.0374428448,0.0778998248,0.1542132206,0.0246605312,-0.0063787886,-0.1110714544,0.0069099306,0.0017711318,-0.0542793672,0.026844879,-0.0171341394,-0.033381365
